content,post,postid,postlink,has_tags,thumbsup,comment,retweet,nicknameid,postidname,regis_time,following,follower
"The Bank of Canada is widely expected to hold its benchmark interest rate when it meets next week, but a lot has changed since October. https://t.co/9M9IbuAqeH https://t.co/WaSj0lFYSz",2023/12/5 23:05,1.73217E+18,https://twitter.com/markminervini/status/1732174276466184650,,0,0,0,Devin Kelly- IG Wealth Management,DevinKellyIG,Sat Apr 03 17:06:14 +0000 2021,9,36
"New England Sinai Hospital in Stoughton to close in spring 2024 #WealthManagement #RetirementPlanning #FinancialPlanning [Video] Citing financial difficulties in keeping the facility open, the owners of a Massachusetts long-term care and rehabilitation_ https://t.co/4c0WadCA8b",2023/12/5 23:03,1.73217E+18,https://twitter.com/markminervini/status/1732173905216057510,"WealthManagement
RetirementPlanning
FinancialPlanning",0,0,0,Linda Sutherland,LindaSSGP,Fri Jun 23 03:40:31 +0000 2023,12,4
"The idea of ""inbox zero"" is much more than a myth _ it's doable. https://t.co/tWxKGh5OJq https://t.co/godZ57TWrX",2023/12/5 23:03,1.73217E+18,https://twitter.com/markminervini/status/1732173798370152660,,0,0,0,"Taras Hucal, RRCÂ®, CFPÂ® IG Wealth Management",TarasHucal,Mon Apr 23 18:06:48 +0000 2012,16,24
"Whether you're writing letters to Santa or reading books about reindeer, your child's excitement can make the holiday season feel magical when they still believe in Santa. Of course, the magic doesn't last forever. At some point _ a https://t.co/bbeBPCBfZM https://t.co/2nEVSZTes4",2023/12/5 23:01,1.73217E+18,https://twitter.com/markminervini/status/1732173460221186181,,0,0,0,Corrao Wealth Management,CorraoWealth,Wed Aug 26 01:09:37 +0000 2015,95,149
https://t.co/08R3BzCPoO,2023/12/5 23:01,1.73217E+18,https://twitter.com/markminervini/status/1732173368370045359,,0,0,0,Ensemble Wealth Management,EnsembleWM,Sun Dec 29 05:56:11 +0000 2013,294,826
"Before giving your adult children a financial hand-up, understand the implications to your financial plan. McInroy  Associates Private Wealth Management helps clients explore opportunities to make an informed decision. https://t.co/hH2ny6Fqfe",2023/12/5 23:00,1.73217E+18,https://twitter.com/markminervini/status/1732173137066815763,,0,0,1,kawarthaNOW.com Â®,kawarthaNOW,Tue Jul 21 13:39:26 +0000 2009,17964,4172
"A new @SECGov report takes aim at advisors_ mandatory arbitration clauses. #wealthmanagement #arbitration #financialplanning
https://t.co/ohBbpZYvKp",2023/12/5 23:00,1.73217E+18,https://twitter.com/markminervini/status/1732173058457145682,"wealthmanagement
arbitration
financialplanning",0,0,0,Financial Planning,finplan,Tue Feb 24 20:19:23 +0000 2009,80156,1429
"""The best way to measure your investing success is not by whether you're beating the market but by whether you've put in place a financial plan and a behavioral discipline that are likely to get you where you want to go."" -Benjamin Graham
#financialplanning #wealthmanagement https://t.co/WDngWrTI3j",2023/12/5 22:53,1.73217E+18,https://twitter.com/markminervini/status/1732171244319953044,"financialplanning
wealthmanagement",1,0,0,"Jim Denholm, CMT",denholm_jim,Sun Mar 10 14:07:54 +0000 2019,1030,690
"Illinois Wealth Management Practice Sold on @APBOExchange!
Considering selling your wealth management, financial planning or financial services practice? Our experts offer complimentary consultations to guide you. Book today: https://t.co/mmqkwrv8Wo

#Finance #WealthManagement_ https://t.co/JtHAGHemaZ",2023/12/5 22:49,1.73217E+18,https://twitter.com/markminervini/status/1732170341500498094,"Finance
WealthManagement",1,0,0,"Scott A. Wetzel, JD",ScottAWetzel,Fri Jan 17 01:37:42 +0000 2020,5275,261
"Sometimes, borrowing makes financial sense in the bigger picture. Take a look at these situations to help you decide if borrowing is the right move. https://t.co/CiI4caIPul",2023/12/5 22:47,1.73217E+18,https://twitter.com/markminervini/status/1732169740099981788,,0,0,0,Copper Beech Wealth Management Group,RJCopperbeech,Fri Sep 19 19:34:24 +0000 2014,35,55
How chat powered by AI transforming wealth management? https://t.co/kR5BZeHQzO,2023/12/5 22:44,1.73217E+18,https://twitter.com/markminervini/status/1732169074203869294,,0,0,0,Artur Kluz,ArturKluz,Thu Sep 13 10:44:04 +0000 2012,342,385
"Sign up for major tech updates and Fortune 500 stock insights, 5x a week. #TechTrends",2023/11/7 09:35,1.72182E+18,https://twitter.com/markminervini/status/1721823584077631979,TechTrends,76,0,8,Money Mastery,Money__Mastery,Mon Jul 03 17:35:19 +0000 2023,435,2
https://t.co/ah0Oo7sbnX,2023/12/5 22:42,1.73217E+18,https://twitter.com/markminervini/status/1732168683634524389,,0,0,0,Flaherty Wealth Management,flahertywealth,Tue Jul 25 22:12:22 +0000 2023,5,12
The Godfather of wealth management #fintech _@FinTechie_ just gives shout out to _@ConquestPlanInc_ live at #MSUM23 - relative to their early adoption of AI_¦ð_ https://t.co/lzQgxcHQeY,2023/12/5 22:44,1.73217E+18,https://twitter.com/markminervini/status/1732169022152814737,"fintech
MSUM23",12,0,3,Jason Lahita,JasonLahita,Mon Oct 04 20:47:56 +0000 2010,4130,2066
"Illinois Wealth Management Practice Sold on @APBOExchange!

Considering selling your wealth management, financial planning or financial services practice? Our experts offer complimentary consultations to guide you. Book today: https://t.co/u70pOaPACO
#Finance https://t.co/NWWQwfcBqj",2023/12/5 22:41,1.73217E+18,https://twitter.com/markminervini/status/1732168365370925207,Finance,1,0,0,Macy Mayfield,MacyMayfield,Tue Dec 29 14:54:02 +0000 2020,39,128
"In this episode of the RIA Edge Podcast, host @djamesarmstrong talks with @MarshBerryInc's Rob Madore about the recent RIA Edge research study that uncovers how advisors views on the different levers for organic and inorganic growth are changing.

LISTEN | https://t.co/qPxOJ5b38v https://t.co/3ikJttOdGy",2023/12/5 22:34,1.73217E+18,https://twitter.com/markminervini/status/1732166457692434626,,0,0,0,WealthManagement.com,wealth_mgmt,Mon Nov 16 22:36:36 +0000 2009,58030,2716
"Our fully customizable platform + our stellar white-glove service = __ success! Elevate your life science learning programs with our innovative tools, dedicated team of experts, and 100% pharma-compliant platform. Explore now!",2023/11/1 16:22,1.71975E+18,https://twitter.com/markminervini/status/1719751778747416704,,7,0,2,Impetus Digital,impetus_digital,Sat Feb 05 02:14:55 +0000 2011,602,1278
"Separately, Sequoia Heritage, the firm__ separate wealth management business, added a partner, Kevin Kelly, to Stripe__ board.

Kelly of Sequoia Heritage, which counts Stripe co-founder John Collison as an investor, took a newly created board seat.",2023/12/5 22:34,1.73217E+18,https://twitter.com/markminervini/status/1732166651397705987,,0,0,0,James Lloyd,jamesplloyd,Tue Dec 15 15:41:14 +0000 2009,5026,1599
"Illinois Wealth Management Practice Sold on @APBOExchange!
If you too are considering selling your wealth management, financial planning or financial services practice, our experts offer complimentary consultations to guide you. Book today: https://t.co/VdM0htjPK6 https://t.co/AvBIeSUfcY",2023/12/5 22:38,1.73217E+18,https://twitter.com/markminervini/status/1732167629622915160,,2,0,1,Katie Bruner,BrunerEKatie,Tue Jan 21 16:26:47 +0000 2020,67,176
"While US stocks may be range-bound, look for higher upside in Japan and solid income from investment grade bonds. Find out more in the 2024 Outlook edition of On the Markets. https://t.co/FjZHLiJkRp",2023/12/5 22:32,1.73217E+18,https://twitter.com/markminervini/status/1732166109103829228,,0,0,0,Horizon Wealth Management Group at Morgan Stanley,HorizonGroupMS,Mon Mar 08 20:50:16 +0000 2021,8,0
Giving gifts to family members remains a cherished part of the holiday routine for many. Let__ discuss some financially smart ways to approach this tradition. https://t.co/K3xZVgjDJu https://t.co/h8rvY4ZSv6,2023/12/5 22:30,1.73217E+18,https://twitter.com/markminervini/status/1732165510031389138,,0,0,0,Aligned Wealth Management Group at Morgan Stanley,AlignedWealthMS,Wed Dec 30 14:36:22 +0000 2020,3,6
Unwrap joy this holiday with Vestaboard. Order now before 12/15 and receive free delivery before 12/24.,2023/12/8 05:46,1.733E+18,https://twitter.com/markminervini/status/1732999949644943841,,18,0,0,Vestaboard,vestaboard,Mon Jan 26 06:43:43 +0000 2015,2468,38
"Chief Investment Strategist Mark Luschini recently appeared on Reuters ""Markets Now"" to discuss why he thinks U.S. equities are in a bull market and what factors he believes will propel stocks into 2024. https://t.co/vgK3CuPphm",2023/12/5 22:30,1.73217E+18,https://twitter.com/markminervini/status/1732165472030994611,,0,0,0,MDM Wealth Management,MDMGroupJanney,Tue Apr 19 18:09:08 +0000 2016,75,297
"Illinois Wealth Management Practice Sold on @APBOExchange!

If you too are considering selling your wealth management, financial planning or financial services practice, our experts offer complimentary consultations to guide you. Book today: https://t.co/YCtWHlVutC
#finance https://t.co/qaJhocXHIA",2023/12/5 22:29,1.73217E+18,https://twitter.com/markminervini/status/1732165403621896502,finance,0,0,0,Aaron Hasler,adhasler,Tue Jan 04 05:20:14 +0000 2011,414,430
".@orionwealthtech__ @redtailtech talks to @fintechie about generative AI use cases in  #wealthmanagement. He dives into how AI aids in portfolio analysis as well as the importance of mitigating hallucinations and ethical challenges 

#MSUM23 https://t.co/C7YZWEVpam",2023/12/5 22:29,1.73217E+18,https://twitter.com/markminervini/status/1732165374811222441,"wealthmanagement
MSUM23",13,0,3,Emma Smith,EmmaCurean,Thu Dec 22 02:44:14 +0000 2022,91,205
RIA @Integrated4FAs helped accounting firm Windes launch its own wealth management firm. Here__ why there__ a growing intersection of tax and wealth management in the industry. #growthstrategies #tax #wealthmanagement https://t.co/cW4UvKR3Is,2023/12/5 22:22,1.73216E+18,https://twitter.com/markminervini/status/1732163440280506412,"growthstrategies
tax
wealthmanagement",0,0,0,Financial Planning,finplan,Tue Feb 24 20:19:23 +0000 2009,80156,1429
Wow. The #fintech brainpower assembled on stage rn at #MSUM23 is wild. _@FinTechie_ _@inventwithus_ _@craigiskowitz_ and _@redtailtech_ are educating the wealth management attendees here on AI and what it means for their businesses_¦ð_ https://t.co/UAft1WHvuq,2023/12/5 22:21,1.73216E+18,https://twitter.com/markminervini/status/1732163405967130948,"fintech
MSUM23",15,1,1,Jason Lahita,JasonLahita,Mon Oct 04 20:47:56 +0000 2010,4130,2066
"https://t.co/6o5ZU3aA20 did a piece on CPA firms going into WM. We made this leap 30 years ago and I was asked to opin. #cpa #cfp #pfs #WealthManagement 

""A great deal of all the money somebody has in their lifetime is contingent on how they arrange their tax affairs,"" Oujo said_",2023/12/5 22:15,1.73216E+18,https://twitter.com/markminervini/status/1732161794125316427,"cpa
cfp
pfs
WealthManagement",0,0,0,"Jack Oujo CPA/PFS, CFP*, MS (Taxation)",Jackoujo,Sun Mar 31 13:06:32 +0000 2013,506,1393
"Thinking about changing jobs or careers? Here are some tips on how to manage your money during this life change.
#moneymanagement #careergoals #followyourpassion https://t.co/saTYP7vj5Z",2023/12/5 22:15,1.73216E+18,https://twitter.com/markminervini/status/1732161731852444129,"moneymanagement
careergoals
followyourpassion",1,0,0,John Halterman of Beacon Wealth Management,BeaconWealthMgm,Thu Sep 04 14:00:47 +0000 2014,40,16
"My wealth management company says they like to track with the SP 500 on my accounts.

I'm like, ""Can we track with the SP 7 instead?! https://t.co/SmESROo4UN",2023/12/5 22:04,1.73216E+18,https://twitter.com/markminervini/status/1732158929138745519,,2,1,0,Adam Greenbaum,Greenbaumly,Fri Jul 05 23:13:46 +0000 2013,42967,5538
JP Morgan Wealth Management??,2023/12/5 22:01,1.73216E+18,https://twitter.com/markminervini/status/1732158272688341484,,0,0,0,"jaja, egg toast master",thedevilenergy,Wed Aug 14 04:55:23 +0000 2013,105,116
The SP 500 gained 8.9% in November for one of its best monthly returns ever. What sparked the historic rally? Find out in the Weekly Market Commentary. https://t.co/bIHt6UZFkx https://t.co/jOm8bOuWjr,2023/12/5 22:01,1.73216E+18,https://twitter.com/markminervini/status/1732158154174005725,,0,0,0,Latitude Wealth Management,LatitudeWealth,Sun Sep 23 21:40:46 +0000 2018,69,38
"The SP 500 gained 8.9% in November for one of its best monthly returns ever. What sparked the historic rally? Find out in the Weekly Market Commentary. 

https://t.co/cNHtIW3hK9 https://t.co/fBkiczizzf",2023/12/5 22:00,1.73216E+18,https://twitter.com/markminervini/status/1732158122821648468,,0,0,0,MAG Wealth Management,mag_wealth,Mon Feb 19 20:26:06 +0000 2018,94,48
"Team Tuesday:
We are proud sponsors of the Stephenville Soccer Association. Thank you to the soccer association for all the work that goes into each season. We hope all the kiddos had a fun, successful year! https://t.co/YK4Y0yEobP",2023/12/5 22:00,1.73216E+18,https://twitter.com/markminervini/status/1732158074436067481,,1,0,0,BMY Wealth Management Group,BmyWealth,Tue Feb 13 19:55:32 +0000 2018,74,40
"There are some important adjustments coming from the IRS in 2024 that will have widespread impact. 

Start getting familiar now so you can make the necessary changes to your financial plan! https://t.co/ovhADdobBD https://t.co/3hUF6rcdsK",2023/12/5 22:00,1.73216E+18,https://twitter.com/markminervini/status/1732158041963868622,,0,0,0,Veritas Wealth Management,VeritasAlaska,Thu Mar 07 20:51:56 +0000 2019,13,12
"There__ still time to register for Thursday__ webinar, __our New Year__ Financial Planning Resolutions._ Don__ miss out!  https://t.co/AKZcBFcvdc https://t.co/TzQFYueDRZ",2023/12/5 22:00,1.73216E+18,https://twitter.com/markminervini/status/1732158013555769722,,0,0,0,Graves Financial Wealth Management,gravesfinancial,Thu Oct 10 23:34:39 +0000 2013,13,0
The SP 500 gained 8.9% in November for one of its best monthly returns ever. What sparked the historic rally? Find out in the Weekly Market Commentary. https://t.co/P36vYQTKfk https://t.co/qmvEKuLYQJ,2023/12/5 22:00,1.73216E+18,https://twitter.com/markminervini/status/1732158005074952678,,0,0,0,Graves Financial Wealth Management,gravesfinancial,Thu Oct 10 23:34:39 +0000 2013,13,0
"Looking to make some year-end donations? It might be a great time to set up a donor-advised fund to help meet your charitable giving, legacy and wealth planning goals. Let__ chat about whether a donor-advised fund is right for you. https://t.co/WdzFVFpFyt",2023/12/5 22:00,1.73216E+18,https://twitter.com/markminervini/status/1732157980563648879,,0,0,0,Friedman - Sepolio Wealth Management Group,friedmanWMGroup,Thu Sep 01 17:12:53 +0000 2022,4,17
"#TheFamilyOffice announce the launch of its new #Marketplace. The platform offers clients the ability to #buy and #sell #illiquidassets with ease, providing increased #liquidity options for their private market portfolios. 
#wealthmanagement #investors #investment #bahrain #gcc https://t.co/gcJqEvldMj",2023/12/5 22:00,1.73216E+18,https://twitter.com/markminervini/status/1732157933490770085,"TheFamilyOffice
Marketplace
buy
sell
illiquidassets
liquidity
wealthmanagement
investors
investment
bahrain
gcc",0,0,0,bizbahrain,bizbahrain,Wed Sep 05 08:30:20 +0000 2012,5774,1800
Don't forget: Thursday is your last day to sign up for Medicare plans! https://t.co/vqaMPdt6iS,2023/12/5 22:00,1.73216E+18,https://twitter.com/markminervini/status/1732157904126448102,,0,0,0,"Summit Wealth Management Group, Inc.",SummitWealthCA,Thu Jun 06 17:13:04 +0000 2019,5,4
"_ Dive into the decentralized finance revolution with @buckets_ _fi!
Your
passport to a digital investment experience, https://t.co/xHDDjO3C0V isn't just a platform__t's the future of wealth management on the blockchain
#BucketsFi #DeFiRevolution #Crypto https://t.co/U2p5TbFY7m",2023/12/5 21:56,1.73216E+18,https://twitter.com/markminervini/status/1732157101361733849,"BucketsFi
DeFiRevolution
Crypto",1,1,0,Louis G ____ _¤ï_memecoin,louisgreg03_,Sat Nov 14 01:15:15 +0000 2020,5,35
"Financial Planner: Definition, What Financial Planners Do - NerdWallet || #FindAFinancialAdvisor News Link Courtesy of Free Financial and Financial Risk Consultation with Akamai Wealth Management for all Hawaii Residents Whether You're Retiring or_ https://t.co/qMcOmDYSAS",2023/12/5 21:48,1.73215E+18,https://twitter.com/markminervini/status/1732154898018644393,FindAFinancialAdvisor,0,0,1,Akamai Wealth Management Daniel J. Turner,AkamaiWealth808,Fri Apr 14 18:35:50 +0000 2023,19,86
